"X" "Y" "Diameter" "Observer" "Image"
1528.53 -1136.76 21.2843 "Singer" "NAC"
1364.14 -1699.8 21.3023 "Singer" "NAC"
3487.76 -1729.11 21.3202 "Singer" "NAC"
1886.89 -2109.33 21.3561 "Singer" "NAC"
961.828 -1058.57 21.4279 "Singer" "NAC"
1743.14 -1807.11 21.4638 "Singer" "NAC"
3227.41 -1095.54 21.4817 "Singer" "NAC"
262.655 -757.925 21.5894 "Singer" "NAC"
862.845 -260.243 21.6074 "Singer" "NAC"
2463.29 -370.442 21.6074 "Singer" "NAC"
868.953 -419.627 21.6253 "Singer" "NAC"
2603.18 -222.81 21.6433 "Singer" "NAC"
2258.37 -473.339 21.6433 "Singer" "NAC"
2837.19 -1009.69 21.6971 "Singer" "NAC"
3117.38 -1686.06 21.715 "Singer" "NAC"
599.41 -266.16 21.7689 "Singer" "NAC"
1911.05 -1794.39 21.7868 "Singer" "NAC"
262.861 -406.265 21.8407 "Singer" "NAC"
393.515 -2099.8 21.8586 "Singer" "NAC"
2565.13 -607.386 21.8945 "Singer" "NAC"
1279.66 -359.834 21.8945 "Singer" "NAC"
3300.18 -1089.87 21.9663 "Singer" "NAC"
1725.93 -1727.68 22.0022 "Singer" "NAC"
816.226 -578.744 22.0919 "Singer" "NAC"
1271.79 -202.36 22.1099 "Singer" "NAC"
1046.56 -2164.39 22.1458 "Singer" "NAC"
1914.73 -651.172 22.1458 "Singer" "NAC"
1432.39 -1926.48 22.1458 "Singer" "NAC"
1617.73 -2140.39 22.1816 "Singer" "NAC"
1347.53 -900.736 22.1996 "Singer" "NAC"
3038.91 -1857.89 22.2175 "Singer" "NAC"
1388.71 -681.157 22.2893 "Singer" "NAC"
2735.91 -338.231 22.3073 "Singer" "NAC"
1032.57 -1267.61 22.3073 "Singer" "NAC"
2886.24 -168.232 22.3073 "Singer" "NAC"
339.826 -976.159 22.3073 "Singer" "NAC"
2289.53 -166.143 22.3252 "Singer" "NAC"
2212.99 -397.869 22.3611 "Singer" "NAC"
2568.58 -1624.55 22.3611 "Singer" "NAC"
3597.7 -1734.22 22.3791 "Singer" "NAC"
1826.47 -191.196 22.3791 "Singer" "NAC"
3194.88 -1546.8 22.397 "Singer" "NAC"
1809.5 -87.476 22.4508 "Singer" "NAC"
3418.1 -241.027 22.5047 "Singer" "NAC"
3914.04 -259.351 22.5047 "Singer" "NAC"
3386.83 -70.8036 22.5047 "Singer" "NAC"
3557.49 -1872.76 22.5226 "Singer" "NAC"
715.081 -1822.81 22.5406 "Singer" "NAC"
2552.04 -1415.93 22.5585 "Singer" "NAC"
2160.5 -540.67 22.5585 "Singer" "NAC"
1759.1 -728.669 22.5765 "Singer" "NAC"
1276.84 -1101.69 22.5765 "Singer" "NAC"
2192.65 -798.66 22.5944 "Singer" "NAC"
743.809 -1967.4 22.6303 "Singer" "NAC"
3097.04 -2108.57 22.6303 "Singer" "NAC"
3102 -921.262 22.6483 "Singer" "NAC"
1663.23 -578.322 22.6483 "Singer" "NAC"
2985.06 -1297.28 22.6662 "Singer" "NAC"
1709.28 -1625.6 22.6841 "Singer" "NAC"
773.928 -2034.99 22.7021 "Singer" "NAC"
984.295 -1751.22 22.7021 "Singer" "NAC"
2143.07 -1093.79 22.7021 "Singer" "NAC"
1704.83 -668.637 22.738 "Singer" "NAC"
967.188 -1429.42 22.7918 "Singer" "NAC"
3053.35 -931.329 22.7918 "Singer" "NAC"
2267.13 -1646.4 22.8277 "Singer" "NAC"
2635.88 -42.2226 22.8816 "Singer" "NAC"
3653.29 -176.694 22.8816 "Singer" "NAC"
3840.27 -1314.12 22.8995 "Singer" "NAC"
3622.53 -1564.48 22.9354 "Singer" "NAC"
1274.41 -329.293 22.9713 "Singer" "NAC"
676.776 -1552.63 22.9713 "Singer" "NAC"
2462.14 -881.627 22.9892 "Singer" "NAC"
2565.01 -914.829 22.9892 "Singer" "NAC"
308.962 -2042.33 23.0072 "Singer" "NAC"
2758.49 -136.66 23.0072 "Singer" "NAC"
1044.29 -482.033 23.0251 "Singer" "NAC"
510.874 -502.727 23.0251 "Singer" "NAC"
1153.89 -618.864 23.061 "Singer" "NAC"
3710.19 -1673.32 23.1507 "Singer" "NAC"
1289.95 -991.095 23.1866 "Singer" "NAC"
1926.22 -1558.6 23.2046 "Singer" "NAC"
565.397 -1474.81 23.2225 "Singer" "NAC"
3213.45 -2126.5 23.2225 "Singer" "NAC"
2661.69 -937.085 23.2405 "Singer" "NAC"
3284.32 -1507.7 23.2584 "Singer" "NAC"
698.815 -742.817 23.2584 "Singer" "NAC"
1508.62 -1772.26 23.2584 "Singer" "NAC"
2809.57 -63.4595 23.2943 "Singer" "NAC"
1991.82 -1870.44 23.3123 "Singer" "NAC"
2628.08 -1572.48 23.3123 "Singer" "NAC"
821.328 -2004.77 23.3302 "Singer" "NAC"
2390.65 -875.939 23.3302 "Singer" "NAC"
3716.47 -1740.5 23.3661 "Singer" "NAC"
674.437 -44.4059 23.3841 "Singer" "NAC"
624.414 -58.8945 23.4379 "Singer" "NAC"
1834.65 -1846.06 23.4917 "Singer" "NAC"
3666.31 -2018.23 23.5097 "Singer" "NAC"
1014.94 -455.217 23.5097 "Singer" "NAC"
1760.55 -281.862 23.5635 "Singer" "NAC"
1174.49 -1378.77 23.5815 "Singer" "NAC"
574.764 -1931.9 23.6174 "Singer" "NAC"
3122.42 -742.361 23.6174 "Singer" "NAC"
681.67 -941.212 23.6174 "Singer" "NAC"
1925.61 -1332.85 23.6353 "Singer" "NAC"
650.948 -1217.9 23.6712 "Singer" "NAC"
866.393 -1326.04 23.6712 "Singer" "NAC"
761.111 -486.89 23.7071 "Singer" "NAC"
2185.39 -1572.29 23.7071 "Singer" "NAC"
3806.67 -11.2594 23.743 "Singer" "NAC"
1824.39 -41.6268 23.7609 "Singer" "NAC"
439.359 -1574.18 23.7789 "Singer" "NAC"
1960.16 -50.3598 23.8148 "Singer" "NAC"
107.886 -1435.98 23.8327 "Singer" "NAC"
3773.6 -653.624 23.9045 "Singer" "NAC"
2732.86 -1711.53 23.9224 "Singer" "NAC"
1491.05 -1788.32 23.9763 "Singer" "NAC"
2184.85 -1670.81 23.9942 "Singer" "NAC"
3984.33 -1137.44 24.0122 "Singer" "NAC"
1769.11 -1888.76 24.0301 "Singer" "NAC"
770.033 -899.881 24.066 "Singer" "NAC"
1025.28 -515.818 24.084 "Singer" "NAC"
2061.6 -126.379 24.1557 "Singer" "NAC"
1902.23 -235.634 24.1916 "Singer" "NAC"
3367.36 -298.266 24.1916 "Singer" "NAC"
1088.48 -2054.78 24.2993 "Singer" "NAC"
2363.59 -1731.94 24.3173 "Singer" "NAC"
2803.07 -1261.23 24.3352 "Singer" "NAC"
1464.73 -842.488 24.3532 "Singer" "NAC"
398.32 -1194.94 24.389 "Singer" "NAC"
3103.86 -1975.98 24.407 "Singer" "NAC"
3047.82 -1328.18 24.4429 "Singer" "NAC"
2768.13 -1872.5 24.4788 "Singer" "NAC"
1481.64 -1461.33 24.4788 "Singer" "NAC"
2570.7 -243.51 24.4967 "Singer" "NAC"
3945.12 -849.139 24.5147 "Singer" "NAC"
771.879 -1337.59 24.5865 "Singer" "NAC"
4043.36 -640.825 24.5865 "Singer" "NAC"
3900.17 -875.322 24.6044 "Singer" "NAC"
3288.44 -1032.62 24.6223 "Singer" "NAC"
261.427 -810.352 24.6223 "Singer" "NAC"
3082.79 -1859.56 24.6582 "Singer" "NAC"
2251.69 -788.82 24.6762 "Singer" "NAC"
2018.9 -521.951 24.6762 "Singer" "NAC"
344.472 -595.848 24.6941 "Singer" "NAC"
414.629 -1513.65 24.748 "Singer" "NAC"
4034.92 -1760.23 24.7659 "Singer" "NAC"
1485.39 -379.733 24.7839 "Singer" "NAC"
3543.53 -450.756 24.8198 "Singer" "NAC"
2673.87 -1664.76 24.8198 "Singer" "NAC"
1699.91 -1329.86 24.8736 "Singer" "NAC"
3478.79 -895.674 24.9274 "Singer" "NAC"
1485.39 -429.973 24.9454 "Singer" "NAC"
4048.47 -1620.63 25.0172 "Singer" "NAC"
2867.66 -1639.75 25.0172 "Singer" "NAC"
2027.28 -349.536 25.1248 "Singer" "NAC"
1632.76 -298.8 25.1428 "Singer" "NAC"
3789.79 -1030.55 25.1428 "Singer" "NAC"
3317.61 -531.711 25.1787 "Singer" "NAC"
1221.82 -1027.87 25.1966 "Singer" "NAC"
2745.4 -1451.03 25.3043 "Singer" "NAC"
2357.08 -1863.05 25.3043 "Singer" "NAC"
3616.05 -1513.29 25.3223 "Singer" "NAC"
471.297 -1400.07 25.3223 "Singer" "NAC"
1097.81 -1325.41 25.3402 "Singer" "NAC"
3235.67 -2019.17 25.3581 "Singer" "NAC"
3189.32 -67.4292 25.412 "Singer" "NAC"
3252.58 -1293.98 25.4479 "Singer" "NAC"
1399.27 -714.1 25.4479 "Singer" "NAC"
1975.85 -14.8322 25.5017 "Singer" "NAC"
1376.94 -1960.16 25.5017 "Singer" "NAC"
2239.58 -1761.28 25.6273 "Singer" "NAC"
2496.01 -853.379 25.6453 "Singer" "NAC"
3249.84 -180.46 25.6632 "Singer" "NAC"
2903.48 -745.823 25.6812 "Singer" "NAC"
3429.57 -985.3 25.8606 "Singer" "NAC"
312.888 -1534.26 25.9324 "Singer" "NAC"
998.395 -1700.23 25.9324 "Singer" "NAC"
252.58 -1470.26 25.9683 "Singer" "NAC"
1690.76 -187.319 26.0042 "Singer" "NAC"
2996.97 -661.944 26.1657 "Singer" "NAC"
2478.01 -640.265 26.1657 "Singer" "NAC"
3595.06 -339.328 26.1837 "Singer" "NAC"
1164.25 -898.741 26.2196 "Singer" "NAC"
1472.66 -901.591 26.2196 "Singer" "NAC"
3373.13 -94.8196 26.2914 "Singer" "NAC"
1604.86 -300.652 26.2914 "Singer" "NAC"
3159.64 -1935.63 26.3631 "Singer" "NAC"
892.749 -1982.5 26.399 "Singer" "NAC"
3426.24 -2176.73 26.4708 "Singer" "NAC"
681.673 -1879.01 26.5067 "Singer" "NAC"
2675.05 -675.303 26.6682 "Singer" "NAC"
3787.48 -489.361 26.6862 "Singer" "NAC"
865.984 -292.246 26.74 "Singer" "NAC"
2531.11 -184.43 26.758 "Singer" "NAC"
3686.72 -1731.66 26.8477 "Singer" "NAC"
1088.35 -367.614 26.8656 "Singer" "NAC"
1038.43 -1501.39 26.8836 "Singer" "NAC"
2949.77 -152.425 27.0989 "Singer" "NAC"
2440.04 -2141.65 27.1169 "Singer" "NAC"
2612.07 -1977.78 27.1169 "Singer" "NAC"
3180.82 -1870.96 27.1348 "Singer" "NAC"
3258.4 -71.2004 27.1707 "Singer" "NAC"
3569.11 -1364.4 27.1887 "Singer" "NAC"
3979.33 -539.563 27.3143 "Singer" "NAC"
3239.53 -800.18 27.3143 "Singer" "NAC"
2785.58 -208.322 27.3322 "Singer" "NAC"
2398.26 -284.248 27.3681 "Singer" "NAC"
3028.22 -192.389 27.3681 "Singer" "NAC"
2085.64 -1578.03 27.404 "Singer" "NAC"
3832.72 -463.21 27.4399 "Singer" "NAC"
1092.23 -1513.41 27.4758 "Singer" "NAC"
2178.51 -1421.97 27.6014 "Singer" "NAC"
3951.63 -879.546 27.6194 "Singer" "NAC"
3383.53 -468.355 27.6194 "Singer" "NAC"
2169.52 -925.045 27.6373 "Singer" "NAC"
1943.12 -1494.84 27.6732 "Singer" "NAC"
1878.18 -38.2529 27.745 "Singer" "NAC"
983.536 -994.669 27.7809 "Singer" "NAC"
477.757 -1841.04 27.7809 "Singer" "NAC"
2805.31 -811.274 27.9783 "Singer" "NAC"
2741.29 -598.907 27.9963 "Singer" "NAC"
544.045 -1278.53 28.0321 "Singer" "NAC"
3192.49 -829.299 28.0321 "Singer" "NAC"
1298.21 -1046.68 28.0321 "Singer" "NAC"
3696.81 -1882.55 28.0501 "Singer" "NAC"
2793.03 -2119.18 28.0501 "Singer" "NAC"
432.636 -1364.96 28.086 "Singer" "NAC"
3683.91 -2008.56 28.1757 "Singer" "NAC"
933.003 -771.958 28.1757 "Singer" "NAC"
3753.19 -1693.08 28.2834 "Singer" "NAC"
3932.22 -1999.77 28.2834 "Singer" "NAC"
2334.35 -66.437 28.3731 "Singer" "NAC"
1898.83 -65.8417 28.409 "Singer" "NAC"
1455.47 -1746.66 28.427 "Singer" "NAC"
170.907 -768.985 28.4629 "Singer" "NAC"
1987.64 -2179.29 28.5346 "Singer" "NAC"
3024.78 -1842.64 28.5885 "Singer" "NAC"
3969.12 -620.986 28.6962 "Singer" "NAC"
3685.61 -613.946 28.6962 "Singer" "NAC"
3326.72 -1836.56 28.6962 "Singer" "NAC"
108.537 -1503.88 28.6962 "Singer" "NAC"
3153.77 -562.109 28.75 "Singer" "NAC"
2182.73 -2048.21 28.8038 "Singer" "NAC"
2368.47 -1679.87 28.8038 "Singer" "NAC"
2625.06 -1619.9 28.8038 "Singer" "NAC"
1987.02 -1511.58 28.8218 "Singer" "NAC"
1811.05 -517.085 28.8397 "Singer" "NAC"
1781.48 -490.691 28.8577 "Singer" "NAC"
1470.22 -869.518 28.8577 "Singer" "NAC"
2347.21 -713.942 28.9654 "Singer" "NAC"
1341.74 -2012.1 29.1269 "Singer" "NAC"
2491.46 -1483.44 29.1269 "Singer" "NAC"
3378.65 -1531.84 29.1628 "Singer" "NAC"
2698.15 -190.694 29.2166 "Singer" "NAC"
1451.85 -1237.66 29.2166 "Singer" "NAC"
2923.52 -305.126 29.2884 "Singer" "NAC"
1042.6 -711.353 29.2884 "Singer" "NAC"
1687.09 -773.436 29.3243 "Singer" "NAC"
2325.93 -1809.12 29.3781 "Singer" "NAC"
3325 -1710.79 29.4679 "Singer" "NAC"
3548.68 -1159.49 29.4858 "Singer" "NAC"
2784.45 -885.402 29.5935 "Singer" "NAC"
826.151 -1917.85 29.6294 "Singer" "NAC"
1827.3 -2000.99 29.8088 "Singer" "NAC"
1354.22 -1319.08 29.8268 "Singer" "NAC"
1150.56 -1002.78 29.8268 "Singer" "NAC"
874.995 -1148.27 29.9165 "Singer" "NAC"
2165.88 -1106.2 29.9883 "Singer" "NAC"
1507.43 -900.736 30.0242 "Singer" "NAC"
3930.35 -1449.81 30.096 "Singer" "NAC"
187.361 -885.567 30.1678 "Singer" "NAC"
2639.26 -898.045 30.3831 "Singer" "NAC"
2086.98 -251.701 30.5985 "Singer" "NAC"
1986.22 -1652.93 30.5985 "Singer" "NAC"
2315.53 -86.245 30.5985 "Singer" "NAC"
521.524 -195.536 30.6882 "Singer" "NAC"
3573.13 -1191.18 30.76 "Singer" "NAC"
1133.28 -1225.69 30.8497 "Singer" "NAC"
3218.95 -1827.74 31.0112 "Singer" "NAC"
299.654 -1948.22 31.0292 "Singer" "NAC"
317.457 -99.3366 31.083 "Singer" "NAC"
3552.9 -1342.8 31.1907 "Singer" "NAC"
2179.71 -7.09179 31.3522 "Singer" "NAC"
3474.82 -1028.06 31.4061 "Singer" "NAC"
1942.82 -609.995 31.5496 "Singer" "NAC"
2112.97 -1137.76 31.5496 "Singer" "NAC"
261.427 -1353.08 31.6573 "Singer" "NAC"
1162.53 -1144.17 31.6573 "Singer" "NAC"
3093.31 -1456.48 31.6753 "Singer" "NAC"
2346.26 -118.638 31.765 "Singer" "NAC"
1253.29 -1724.1 31.9265 "Singer" "NAC"
1074.91 -1289.93 32.0521 "Singer" "NAC"
3275.1 -1549.9 32.2136 "Singer" "NAC"
2466.8 -2015.38 32.3393 "Singer" "NAC"
483.835 -612.935 32.4469 "Singer" "NAC"
3293.31 -2133.57 32.5008 "Singer" "NAC"
744.744 -1886.43 32.5187 "Singer" "NAC"
3188.8 -1433.95 32.5546 "Singer" "NAC"
3178 -99.7819 32.6085 "Singer" "NAC"
666.922 -1453.03 32.6623 "Singer" "NAC"
3907.77 -1266.23 32.6623 "Singer" "NAC"
2919.03 -2212.37 32.8777 "Singer" "NAC"
1952.29 -1441.19 32.9674 "Singer" "NAC"
2742.34 -1640.12 33.0212 "Singer" "NAC"
2639.51 -677.238 33.2186 "Singer" "NAC"
3160.49 -1764.18 33.3263 "Singer" "NAC"
3345.7 -1736.21 33.3981 "Singer" "NAC"
3427.43 -1201.58 33.4878 "Singer" "NAC"
176.194 -44.7472 33.5237 "Singer" "NAC"
3489.54 -1209.16 33.757 "Singer" "NAC"
130.188 -394.24 33.8109 "Singer" "NAC"
2281.93 -563.229 33.8647 "Singer" "NAC"
2345.71 -1412.58 34.0801 "Singer" "NAC"
293.887 -343.94 34.0801 "Singer" "NAC"
2952.85 -568.701 34.098 "Singer" "NAC"
326.945 -680.523 34.3851 "Singer" "NAC"
1780.43 -785.473 34.7979 "Singer" "NAC"
3412 -1789.08 35.2286 "Singer" "NAC"
2322.24 -1499.99 35.3363 "Singer" "NAC"
151.187 -165.187 35.444 "Singer" "NAC"
1679.84 -2162.37 35.5337 "Singer" "NAC"
1790.57 -682.846 35.6952 "Singer" "NAC"
938.481 -2144.11 35.8567 "Singer" "NAC"
1878.9 -1341.2 36.108 "Singer" "NAC"
3803.36 -740.661 36.2875 "Singer" "NAC"
3032.49 -854.259 36.2875 "Singer" "NAC"
2063.3 -681.783 36.3772 "Singer" "NAC"
1360.64 -1042.69 36.5028 "Singer" "NAC"
2563.76 -2025.99 36.6464 "Singer" "NAC"
2834.24 -1584.57 36.7002 "Singer" "NAC"
2822.05 -1099.63 36.8258 "Singer" "NAC"
3724.64 -612.346 36.8797 "Singer" "NAC"
3163.37 -679.543 36.8976 "Singer" "NAC"
1683.08 -873.741 36.9874 "Singer" "NAC"
2789.63 -828.626 37.1848 "Singer" "NAC"
1451.13 -266.676 37.2924 "Singer" "NAC"
1211.86 -196.123 37.7949 "Singer" "NAC"
1836.31 -1361.68 37.8308 "Singer" "NAC"
4041.78 -2056.33 37.8847 "Singer" "NAC"
3352.33 -2198.32 38.1718 "Singer" "NAC"
1833.64 -604.083 38.1718 "Singer" "NAC"
3085.1 -35.332 38.2077 "Singer" "NAC"
822.567 -819.363 38.4231 "Singer" "NAC"
2678.02 -102.627 38.459 "Singer" "NAC"
2353.62 -392.178 38.459 "Singer" "NAC"
3841.43 -1669.9 39.1409 "Singer" "NAC"
1307.28 -453.979 39.2845 "Singer" "NAC"
3720.48 -684.663 39.3024 "Singer" "NAC"
994.876 -532.922 39.3024 "Singer" "NAC"
311.807 -1334.24 39.3383 "Singer" "NAC"
1873.17 -1376.84 40.2895 "Singer" "NAC"
2545.32 -2152.26 40.5048 "Singer" "NAC"
519.879 -1552.16 40.6664 "Singer" "NAC"
351.44 -761.822 40.6664 "Singer" "NAC"
3279.6 -1760.91 41.0791 "Singer" "NAC"
101.276 -1322.77 41.456 "Singer" "NAC"
994.076 -1165.26 41.5278 "Singer" "NAC"
3776.99 -1515.52 41.6355 "Singer" "NAC"
3628.74 -1084.71 42.4969 "Singer" "NAC"
2291.39 -1090.33 42.7302 "Singer" "NAC"
2990.84 -1443.96 42.7661 "Singer" "NAC"
2052.83 -1825.15 43.6096 "Singer" "NAC"
2833.66 -710.823 43.6993 "Singer" "NAC"
1391.1 -346.084 43.789 "Singer" "NAC"
1000.06 -897.886 44.4171 "Singer" "NAC"
2963.5 -2082.25 44.5787 "Singer" "NAC"
1510.36 -1730.61 44.794 "Singer" "NAC"
2379.42 -1353.08 45.117 "Singer" "NAC"
2133.8 -1290.52 45.8169 "Singer" "NAC"
3343.6 -1358.4 46.4092 "Singer" "NAC"
566.766 -160.415 46.5169 "Singer" "NAC"
2420.91 -1006.23 46.8578 "Singer" "NAC"
3059.75 -759.564 47.2706 "Singer" "NAC"
548.55 -845.577 47.7013 "Singer" "NAC"
321.227 -1728.3 47.7193 "Singer" "NAC"
2280.3 -297.571 48.0782 "Singer" "NAC"
201.774 -393.858 48.9037 "Singer" "NAC"
2699.31 -2037.59 49.137 "Singer" "NAC"
3130.53 -1995.37 49.9267 "Singer" "NAC"
3893.24 -463.019 50.1241 "Singer" "NAC"
1864.67 -1993.66 50.142 "Singer" "NAC"
960.19 -271.36 50.6983 "Singer" "NAC"
3250.58 -1129 51.7931 "Singer" "NAC"
856.153 -548.223 52.6186 "Singer" "NAC"
1597.92 -1326.04 53.3544 "Singer" "NAC"
2459.29 -311.905 54.3056 "Singer" "NAC"
256.102 -695.26 54.7004 "Singer" "NAC"
3260.25 -886.917 54.8081 "Singer" "NAC"
2235.25 -1977.5 55.5259 "Singer" "NAC"
1567.13 -1076.62 56.818 "Singer" "NAC"
3728.49 -299.435 56.9437 "Singer" "NAC"
1087.89 -236.2 57.6974 "Singer" "NAC"
3305.92 -1905.27 58.5947 "Singer" "NAC"
3081.51 -1947.54 59.2946 "Singer" "NAC"
745.973 -1133.93 61.0713 "Singer" "NAC"
622.372 -593.314 61.7353 "Singer" "NAC"
512.552 -123.768 61.9866 "Singer" "NAC"
2596.51 -438.868 63.7992 "Singer" "NAC"
2043.27 -1396.48 63.9248 "Singer" "NAC"
1755.03 -861.467 64.2478 "Singer" "NAC"
2727.17 -1961.4 64.6606 "Singer" "NAC"
1814.68 -2154.03 66.2937 "Singer" "NAC"
991.728 -1881.51 67.0295 "Singer" "NAC"
2583.24 -735.585 67.7115 "Singer" "NAC"
3451.24 -28.1804 67.7653 "Singer" "NAC"
2534.47 -1936.38 68.0704 "Singer" "NAC"
3762.05 -1434.06 69.3805 "Singer" "NAC"
281.966 -545.17 69.524 "Singer" "NAC"
1259.17 -2158.07 69.524 "Singer" "NAC"
1235.03 -805.438 70.7623 "Singer" "NAC"
403.169 -99.9087 72.9877 "Singer" "NAC"
3431.35 -1586.16 74.6387 "Singer" "NAC"
198.116 -1259.35 76.8641 "Singer" "NAC"
3952.26 -1392.93 79.5022 "Singer" "NAC"
822.311 -1347.47 80.6508 "Singer" "NAC"
453.525 -891.041 81.3686 "Singer" "NAC"
3042.73 -833.139 81.8173 "Singer" "NAC"
2104.59 -28.91 83.917 "Singer" "NAC"
140.188 -1177.35 85.0117 "Singer" "NAC"
3043 -2085.76 85.5321 "Singer" "NAC"
543.143 -1202.76 87.1832 "Singer" "NAC"
2280.74 -349.564 87.2012 "Singer" "NAC"
3335.53 -684.023 87.578 "Singer" "NAC"
2336.48 -672.133 87.9011 "Singer" "NAC"
2287.01 -436.057 89.1214 "Singer" "NAC"
1728.83 -1368.19 91.0417 "Singer" "NAC"
2483.46 -1320.72 93.4285 "Singer" "NAC"
1550.89 -665.32 94.936 "Singer" "NAC"
3443.54 -1657.84 95.2949 "Singer" "NAC"
2916.77 -2040.58 98.0766 "Singer" "NAC"
2575.33 -1599.96 100.787 "Singer" "NAC"
3207.45 -1255.65 117.818 "Singer" "NAC"
3616.44 -281.48 122.071 "Singer" "NAC"
3123.78 -1082.97 122.502 "Singer" "NAC"
1117.27 -1432.2 123.148 "Singer" "NAC"
522.53 -537.565 130.918 "Singer" "NAC"
496.812 -2074.63 131.134 "Singer" "NAC"
1356.34 -638.192 138.725 "Singer" "NAC"
2170.12 -1872.09 139.892 "Singer" "NAC"
2885.23 -426.263 147.339 "Singer" "NAC"
1677.58 -486.953 158.807 "Singer" "NAC"
2876.42 -214.77 171.046 "Singer" "NAC"
2994.01 -1188.2 178.817 "Singer" "NAC"
176.287 -668.689 181.976 "Singer" "NAC"
3300.02 -471.68 186.301 "Singer" "NAC"
741.352 -325.719 229.408 "Singer" "NAC"
684.535 -1648.42 253.276 "Singer" "NAC"
3439.02 -1333.66 259.091 "Singer" "NAC"
596.355 -1025.68 309.7 "Singer" "NAC"
3623.43 -2099.8 371.094 "Singer" "NAC"
2619.29 -1083.84 414.273 "Singer" "NAC"
1451.48 -536.045 5.25121 "Zanetti" "NAC"
1577.07 -525.28 6.49918 "Zanetti" "NAC"
1127.1 -1077.97 6.65877 "Zanetti" "NAC"
2191.44 -583.057 6.77542 "Zanetti" "NAC"
1276.44 -497.377 6.83389 "Zanetti" "NAC"
1376.97 -1198.03 7.05842 "Zanetti" "NAC"
1307.26 -720.908 7.18657 "Zanetti" "NAC"
1486.52 -240.209 7.1971 "Zanetti" "NAC"
2494.51 -612.768 7.23618 "Zanetti" "NAC"
3469.45 -130.341 7.26585 "Zanetti" "NAC"
1111.2 -403.924 7.28534 "Zanetti" "NAC"
395.751 -1347.43 7.311 "Zanetti" "NAC"
1586.53 -540.435 7.33998 "Zanetti" "NAC"
3873.88 -330.669 7.40729 "Zanetti" "NAC"
1200.45 -1224.42 7.41976 "Zanetti" "NAC"
2223.42 -95.884 7.45794 "Zanetti" "NAC"
1325.63 -712.887 7.45867 "Zanetti" "NAC"
1348.63 -796.687 7.50139 "Zanetti" "NAC"
1886.54 -206.412 7.50202 "Zanetti" "NAC"
1731.24 -127.033 7.5746 "Zanetti" "NAC"
2860.72 -1155.73 7.57584 "Zanetti" "NAC"
2195.04 -15.7478 7.61708 "Zanetti" "NAC"
1185.72 -247.944 7.62717 "Zanetti" "NAC"
926.11 -362.32 7.62731 "Zanetti" "NAC"
1214.72 -453.069 7.62741 "Zanetti" "NAC"
1525.36 -555.887 7.62754 "Zanetti" "NAC"
2521.85 -1227.74 7.63488 "Zanetti" "NAC"
3713.47 -521.9 7.66918 "Zanetti" "NAC"
1047.88 -335.537 7.7104 "Zanetti" "NAC"
1392.27 -1206.21 7.74821 "Zanetti" "NAC"
1112.73 -166.291 7.78477 "Zanetti" "NAC"
1622.95 -597.57 7.7853 "Zanetti" "NAC"
1001.47 -1367.12 7.78626 "Zanetti" "NAC"
1171.42 -1079.29 7.81209 "Zanetti" "NAC"
1506.15 -460.481 7.84377 "Zanetti" "NAC"
1464.98 -238.731 7.86379 "Zanetti" "NAC"
1085.52 -647.436 7.89086 "Zanetti" "NAC"
1354.55 -425.123 7.9847 "Zanetti" "NAC"
283.325 -802.959 7.98519 "Zanetti" "NAC"
1553.02 -2048.99 7.98677 "Zanetti" "NAC"
1341.34 -125.45 7.98932 "Zanetti" "NAC"
911.226 -1653.38 7.99126 "Zanetti" "NAC"
1463.25 -521.228 7.9948 "Zanetti" "NAC"
3397.23 -214.255 8.00002 "Zanetti" "NAC"
850.05 -170.148 8.02421 "Zanetti" "NAC"
3762.89 -265.692 8.02432 "Zanetti" "NAC"
1038.26 -441.882 8.02455 "Zanetti" "NAC"
3362.89 -784.187 8.02499 "Zanetti" "NAC"
3481.1 -863.555 8.02509 "Zanetti" "NAC"
1343.87 -146.029 8.05639 "Zanetti" "NAC"
2347.91 -1782.2 8.05849 "Zanetti" "NAC"
1266.15 -1579.44 8.06379 "Zanetti" "NAC"
1285.68 -42.0479 8.12336 "Zanetti" "NAC"
1489.64 -1765.59 8.12558 "Zanetti" "NAC"
2816.21 -818.084 8.18545 "Zanetti" "NAC"
1257.87 -436.419 8.19164 "Zanetti" "NAC"
220.063 -1890.72 8.343 "Zanetti" "NAC"
1134.7 -1166.05 8.38493 "Zanetti" "NAC"
1003.87 -1485.16 8.38536 "Zanetti" "NAC"
1770.91 -2035.03 8.38609 "Zanetti" "NAC"
438.854 -2157.69 8.38626 "Zanetti" "NAC"
1206.57 -508.352 8.39355 "Zanetti" "NAC"
219.071 -1698.04 8.407 "Zanetti" "NAC"
417.64 -2185.56 8.40766 "Zanetti" "NAC"
918.3 -382.161 8.469 "Zanetti" "NAC"
3990.21 -600.42 8.4693 "Zanetti" "NAC"
1422.3 -759.958 8.46951 "Zanetti" "NAC"
832.732 -853.948 8.46964 "Zanetti" "NAC"
1850.42 -1148.67 8.47004 "Zanetti" "NAC"
1895.38 -1830.02 8.47095 "Zanetti" "NAC"
193.931 -2025.17 8.49002 "Zanetti" "NAC"
1257.18 -34.9243 8.49789 "Zanetti" "NAC"
1770.18 -80.4938 8.51084 "Zanetti" "NAC"
488.841 -1657.82 8.51297 "Zanetti" "NAC"
1117.91 -896.914 8.53532 "Zanetti" "NAC"
